	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	vogdb_id	vogdb_categories	vogdb_hit	heme_regulatory_motif_count
MAG28_MAG28_105_7	MAG28	MAG28_105	7	3276	4256	1	C	K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]								3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal [PF08541.11]; 3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III [PF08545.11]; Thiolase, N-terminal domain [PF00108.24]; Chalcone and stilbene synthases, N-terminal domain [PF00195.20]					0
MAG28_MAG28_105_8	MAG28	MAG28_105	8	4357	5304	1	C	K03595	GTPase								KH domain [PF07650.18]; MnmE helical domain [PF12631.8]; Ferrous iron transport protein B [PF02421.19]; 50S ribosome-binding GTPase [PF01926.24]; Elongation factor Tu GTP binding domain [PF00009.28]; Ras family [PF00071.23]; Ethanolamine utilisation - propanediol utilisation [PF10662.10]; Ras of Complex, Roc, domain of DAPkinase [PF08477.14]; ADP-ribosylation factor family [PF00025.22]					0
MAG28_MAG28_105_9	MAG28	MAG28_105	9	5313	6629	1	C	K03977	GTPase								KH-domain-like of EngA bacterial GTPase enzymes, C-terminal [PF14714.7]; MnmE helical domain [PF12631.8]; 50S ribosome-binding GTPase [PF01926.24]; Ferrous iron transport protein B [PF02421.19]; Ras family [PF00071.23]; Elongation factor Tu GTP binding domain [PF00009.28]; ADP-ribosylation factor family [PF00025.22]; Ethanolamine utilisation - propanediol utilisation [PF10662.10]; AIG1 family [PF04548.17]					0
MAG28_MAG28_105_10	MAG28	MAG28_105	10	6812	8917	1	E															0
MAG28_MAG28_106_1	MAG28	MAG28_106	1	2	277	-1	E															0
MAG28_MAG28_106_2	MAG28	MAG28_106	2	465	2042	1	C	K03305	proton-dependent oligopeptide transporter, POT family								POT family [PF00854.22]					0
MAG28_MAG28_106_3	MAG28	MAG28_106	3	2125	2955	1	C	K01058	phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]								Phospholipase A1 [PF02253.16]					0
MAG28_MAG28_106_4	MAG28	MAG28_106	4	3062	4051	1	E															0
MAG28_MAG28_106_5	MAG28	MAG28_106	5	4182	5546	1	C	K03327	multidrug resistance protein, MATE family								MatE [PF01554.19]; Polysaccharide biosynthesis C-terminal domain [PF14667.7]					0
MAG28_MAG28_106_6	MAG28	MAG28_106	6	5508	6431	-1	D										CorA-like Mg2+ transporter protein [PF01544.19]					0
MAG28_MAG28_106_7	MAG28	MAG28_106	7	6432	6857	-1	E															0
MAG28_MAG28_106_8	MAG28	MAG28_106	8	6957	8888	-1	C	K00700	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]								Alpha amylase, catalytic domain [PF00128.25]; Carbohydrate-binding module 48 (Isoamylase N-terminal domain) [PF02922.19]; Alpha amylase, C-terminal all-beta domain [PF02806.19]	GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter [GH13]; GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter [GH13_10]; GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter [GH13_11]; GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter [GH13_12]; GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter [GH13_14]; GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter [GH13_28]; GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter [GH13_36]; GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter [GH13_8]; GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter [GH13_9]				0
MAG28_MAG28_107_1	MAG28	MAG28_107	1	148	363	-1	E															0
MAG28_MAG28_107_2	MAG28	MAG28_107	2	513	1022	-1	C	K03088	RNA polymerase sigma-70 factor, ECF subfamily								Sigma-70, region 4 [PF08281.13]; Sigma-70 region 2 [PF04542.15]; ECF sigma factor [PF07638.12]					0
MAG28_MAG28_107_3	MAG28	MAG28_107	3	1181	3316	1	D										Domain of unknown function (DUF362) [PF04015.13]; Arylsulfotransferase (ASST) [PF05935.12]					0
MAG28_MAG28_107_4	MAG28	MAG28_107	4	3318	6101	1	D										Glycosyl hydrolases family 2, TIM barrel domain [PF02836.18]; Glycosyl hydrolases family 2, sugar binding domain [PF02837.19]; Beta galactosidase small chain [PF02929.18]; Glycosyl hydrolases family 2 [PF00703.22]	GH2 beta-galactosidase (EC 3.2.1.23) ; beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); alpha-L-arabinofuranosidase (EC 3.2.1.55); mannosylglycoprotein endo-beta-mannosidase (EC 3.2.1.152); exo-beta-glucosaminidase (EC 3.2.1.165); alpha-L-arabinopyranosidase (EC 3.2.1.-); beta-galacturonidase (EC 3.2.1.-); beta-xylosidase (EC 3.2.1.37); beta-D-galactofuranosidase (EC 3.2.1.146); [GH2]				0
MAG28_MAG28_107_5	MAG28	MAG28_107	5	6168	6869	-1	E															0
MAG28_MAG28_107_6	MAG28	MAG28_107	6	6866	7240	-1	D										Bacterial regulatory proteins, gntR family [PF00392.22]					0
MAG28_MAG28_107_7	MAG28	MAG28_107	7	7246	8085	-1	E															0
MAG28_MAG28_107_8	MAG28	MAG28_107	8	8082	8822	-1	D										ABC transporter [PF00005.28]					0
MAG28_MAG28_108_1	MAG28	MAG28_108	1	2	418	1	E															0
MAG28_MAG28_108_2	MAG28	MAG28_108	2	406	1431	1	E															0
MAG28_MAG28_108_3	MAG28	MAG28_108	3	1566	1769	1	D										Helix-turn-helix domain [PF12844.8]; Helix-turn-helix [PF01381.23]; Helix-turn-helix domain [PF13560.7]					0
MAG28_MAG28_108_4	MAG28	MAG28_108	4	1774	2100	1	C	K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]								HipA N-terminal domain [PF13657.7]					0
MAG28_MAG28_108_5	MAG28	MAG28_108	5	2105	3112	1	C	K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]								HipA-like C-terminal domain [PF07804.13]					0
MAG28_MAG28_108_6	MAG28	MAG28_108	6	3316	5319	-1	C	K07386	putative endopeptidase [EC:3.4.24.-]	MER1226148	M13	MER1226148 - family M13 unassigned peptidases () [M13.UPW]#M13#{peptidase unit: 26-669}~source AGK84819~	True	0.587	728.0	3.411e-231	Peptidase family M13 [PF05649.14]; Peptidase family M13 [PF01431.22]					0
MAG28_MAG28_108_7	MAG28	MAG28_108	7	5506	7467	-1	C	K06158	ATP-binding cassette, subfamily F, member 3								ABC transporter [PF00005.28]; ABC transporter [PF12848.8]; RecF/RecN/SMC N terminal domain [PF02463.20]					0
MAG28_MAG28_108_8	MAG28	MAG28_108	8	7542	8732	1	C	K07568	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]								Queuosine biosynthesis protein [PF02547.16]					0
MAG28_MAG28_109_1	MAG28	MAG28_109	1	2	373	1	C	K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]								7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK) [PF01288.21]					0
MAG28_MAG28_109_2	MAG28	MAG28_109	2	440	760	1	C	K07076	uncharacterized protein								Polymerase beta, Nucleotidyltransferase [PF18765.2]; Nucleotidyltransferase domain [PF01909.24]					0
MAG28_MAG28_109_3	MAG28	MAG28_109	3	757	1167	1	E															0
MAG28_MAG28_109_4	MAG28	MAG28_109	4	1372	2325	1	D										Putative carbohydrate metabolism domain [PF13201.7]					0
MAG28_MAG28_109_5	MAG28	MAG28_109	5	2327	3991	-1	C	K00876	uridine kinase [EC:2.7.1.48]								Phosphoribulokinase / Uridine kinase family [PF00485.19]					0
MAG28_MAG28_109_6	MAG28	MAG28_109	6	3991	4791	-1	C	K12984	(heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]								Glycosyl transferase family 2 [PF00535.27]; Glycosyltransferase like family 2 [PF13641.7]; Glycosyl transferase family 2 [PF13704.7]	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289) [GT2_Glycos_transf_2]				0
MAG28_MAG28_109_7	MAG28	MAG28_109	7	4791	5516	-1	D										Lipopolysaccharide kinase (Kdo/WaaP) family [PF06293.15]					0
MAG28_MAG28_109_8	MAG28	MAG28_109	8	5513	6577	-1	D										Glycosyl transferases group 1 [PF00534.21]; Glycosyl transferases group 1 [PF13692.7]; Glycosyltransferase Family 4 [PF13439.7]	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342) [GT4]; GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-) [GT5]				0
MAG28_MAG28_109_9	MAG28	MAG28_109	9	6585	7781	-1	C	K00290	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]								Saccharopine dehydrogenase C-terminal domain [PF16653.6]; Saccharopine dehydrogenase NADP binding domain [PF03435.19]					0
MAG28_MAG28_109_10	MAG28	MAG28_109	10	7828	8727	-1	D										Lysylphosphatidylglycerol synthase TM region [PF03706.14]					0
MAG28_MAG28_11_1	MAG28	MAG28_11	1	3	353	-1	E															0
MAG28_MAG28_11_2	MAG28	MAG28_11	2	366	2006	-1	C	K09758	aspartate 4-decarboxylase [EC:4.1.1.12]								Aminotransferase class I and II [PF00155.22]					0
MAG28_MAG28_11_3	MAG28	MAG28_11	3	2141	4207	1	C	K00615	transketolase [EC:2.2.1.1]								Transketolase, thiamine diphosphate binding domain [PF00456.22]; Transketolase, pyrimidine binding domain [PF02779.25]; Transketolase, C-terminal domain [PF02780.21]					0
MAG28_MAG28_11_4	MAG28	MAG28_11	4	4272	5285	1	C	K01224	arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]								Glycosyl hydrolase family 53 [PF07745.14]	GH53 endo-beta-1,4-galactanase (EC 3.2.1.89). [GH53]				0
MAG28_MAG28_11_5	MAG28	MAG28_11	5	5394	6404	-1	C	K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]								Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain [PF02800.21]; Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.25]					0
MAG28_MAG28_11_6	MAG28	MAG28_11	6	6570	7352	-1	C	K18672	diadenylate cyclase [EC:2.7.7.85]								DisA bacterial checkpoint controller nucleotide-binding [PF02457.17]					0
MAG28_MAG28_11_7	MAG28	MAG28_11	7	7378	8220	-1	C	K00796	dihydropteroate synthase [EC:2.5.1.15]								Pterin binding enzyme [PF00809.23]					0
MAG28_MAG28_11_8	MAG28	MAG28_11	8	8232	10028	-1	C	K06207	GTP-binding protein								Elongation factor Tu GTP binding domain [PF00009.28]; Elongation factor G C-terminus [PF00679.25]; Elongation factor Tu domain 2 [PF03144.26]					0
MAG28_MAG28_11_9	MAG28	MAG28_11	9	10259	10465	1	E															0
MAG28_MAG28_11_10	MAG28	MAG28_11	10	10407	11222	1	D										Putative threonine/serine exporter [PF06738.13]					0
MAG28_MAG28_11_11	MAG28	MAG28_11	11	11240	11725	1	D										Threonine/Serine exporter, ThrE [PF12821.8]					0
MAG28_MAG28_11_12	MAG28	MAG28_11	12	11725	12627	1	C	K11921	LysR family transcriptional regulator, cyn operon transcriptional activator								LysR substrate binding domain [PF03466.21]; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.28]					0
